63
0.31831 8.54066 0.0989596
0.31831 3.61105 0.0203786
0.374014 9.6298 -0.00780335
0.374014 4.31716 -0.0672557
0.469507 11.4424 0.0270707
0.557042 6.40694 0.118155
0.63662 2.0196 0.182817
0.63662 14.4477 -0.0268064
0.692324 15.5324 0.000227463
0.692324 3.58957 0.124359
0.724155 4.28249 -0.0690369
0.724155 8.67591 0.106942
0.724155 16.0859 -0.0113566
0.819648 17.946 -0.0484294
0.819648 10.4165 -0.023169
0.819648 6.14869 0.0768552
0.907183 13.1111 0.0210504
0.907183 19.5835 0.103345
0.907183 7.42597 0.107364
1.00268 9.35401 0.179632
1.00268 16.711 0.0178507
1.00268 21.456 0.0310775
1.04246 22.2186 0.012844
1.04246 18.1067 0.311072
1.04246 9.65495 0.484069
1.15387 21.2745 0.0472627
1.15387 24.3993 0.102997
1.22549 25.9049 0.136824
1.22549 23.1442 0.0735788
1.22549 12.9073 0.268994
1.28916 13.7342 -0.0140627
1.28916 24.8958 0.127463
1.28916 27.3005 0.192413
1.28916 4.08086 -0.00440938
1.32099 4.93371 0.0958987
1.32099 14.4242 0.132079
1.32099 27.975 0.154784
1.40056 15.6113 -0.021905
1.40056 6.70094 0.158012
1.45627 16.8389 0.197531
1.45627 7.84252 0.211837
1.48014 17.4605 0.17595
1.48014 8.35221 0.174218
1.57563 19.4588 0.341468
1.57563 10.2399 0.136336
1.6393 11.514 0.281612
1.6393 18.4062 0.404929
1.6393 20.9998 0.447237
1.72683 13.1199 0.326463
1.77458 19.7135 0.348872
1.80641 14.5964 0.30588
1.80641 20.2477 0.287256
1.8462 14.0854 -0.0925801
1.8462 15.5012 0.656268
1.88599 16.5877 0.412736
2.07697 3.62441 0.464108
2.08095 23.9423 0.898477
2.09289 3.93217 -0.0865468
2.10085 4.28646 -0.208462
2.11676 4.72688 -0.150281
2.11676 24.3252 0.482699
2.14461 6.01807 -0.105515
2.14461 6.01807 -0.105515
